episode,step,time,dir_0,dir_1,dir_2,dir_3,phase,total_waiting,vehicle_count,avg_travel_time
69,29,145.0,3.0,3.0,0.0,0.0,1,6.0,28.0,50.886792452830186
69,30,150.0,2.0,5.0,0.0,0.0,0,7.0,30.0,51.69090909090909
69,31,155.0,2.0,7.0,0.0,1.0,0,10.0,29.0,53.339285714285715
69,32,160.0,2.0,7.0,0.0,1.0,0,10.0,30.0,53.11864406779661
69,33,165.0,3.0,4.0,0.0,1.0,1,8.0,32.0,52.285714285714285
69,34,170.0,4.0,3.0,0.0,1.0,1,8.0,36.0,51.8955223880597
69,35,175.0,4.0,3.0,0.0,1.0,1,8.0,37.0,51.59154929577465
69,36,180.0,2.0,4.0,0.0,1.0,0,7.0,37.0,52.08108108108108
69,37,185.0,2.0,5.0,0.0,1.0,0,8.0,37.0,53.18421052631579
69,38,190.0,3.0,7.0,1.0,1.0,0,12.0,36.0,55.5921052631579
69,39,195.0,3.0,5.0,0.0,1.0,1,9.0,35.0,57.921052631578945
70,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
70,1,5.0,0.0,0.0,0.0,0.0,0,0.0,1.0,4.0
70,2,10.0,0.0,0.0,0.0,0.0,1,0.0,1.0,9.0
70,3,15.0,0.0,0.0,0.0,0.0,0,0.0,1.0,14.0
70,4,20.0,0.0,0.0,0.0,0.0,0,0.0,2.0,11.5
70,5,25.0,0.0,0.0,0.0,0.0,1,0.0,3.0,9.25
70,6,30.0,0.0,0.0,0.0,0.0,1,0.0,6.0,10.166666666666666
70,7,35.0,0.0,0.0,0.0,0.0,1,0.0,10.0,9.9
70,8,40.0,0.0,0.0,0.0,0.0,1,0.0,11.0,13.727272727272727
70,9,45.0,0.0,0.0,0.0,0.0,1,0.0,14.0,15.285714285714286
70,10,50.0,0.0,0.0,0.0,1.0,1,1.0,16.0,18.1875
70,11,55.0,0.0,0.0,0.0,3.0,1,3.0,17.0,22.058823529411764
70,12,60.0,2.0,0.0,0.0,4.0,1,6.0,19.0,23.45
70,13,65.0,0.0,1.0,0.0,1.0,0,2.0,24.0,23.0
70,14,70.0,0.0,2.0,0.0,0.0,0,2.0,28.0,24.448275862068964
70,15,75.0,1.0,3.0,0.0,0.0,0,4.0,29.0,28.466666666666665
70,16,80.0,1.0,5.0,0.0,0.0,0,6.0,29.0,33.3
70,17,85.0,1.0,6.0,0.0,0.0,0,7.0,32.0,35.0
70,18,90.0,1.0,9.0,0.0,0.0,0,10.0,32.0,39.84848484848485
70,19,95.0,2.0,12.0,0.0,0.0,0,14.0,28.0,44.27272727272727
70,20,100.0,2.0,12.0,0.0,0.0,0,14.0,26.0,45.57142857142857
70,21,105.0,2.0,9.0,0.0,0.0,1,11.0,24.0,49.02857142857143
70,22,110.0,2.0,7.0,0.0,0.0,1,9.0,26.0,49.729729729729726
70,23,115.0,2.0,4.0,0.0,1.0,1,7.0,27.0,49.35
70,24,120.0,2.0,3.0,0.0,1.0,1,6.0,29.0,50.38095238095238
70,25,125.0,2.0,5.0,0.0,0.0,0,7.0,33.0,47.395833333333336
70,26,130.0,2.0,3.0,0.0,1.0,1,6.0,33.0,48.86
70,27,135.0,2.0,5.0,0.0,0.0,0,7.0,33.0,51.19607843137255
70,28,140.0,2.0,3.0,0.0,0.0,1,5.0,33.0,52.283018867924525
70,29,145.0,3.0,3.0,0.0,0.0,1,6.0,31.0,55.264150943396224
70,30,150.0,5.0,3.0,0.0,0.0,1,8.0,31.0,56.03636363636364
70,31,155.0,7.0,3.0,0.0,2.0,1,12.0,31.0,57.767857142857146
70,32,160.0,5.0,3.0,0.0,1.0,0,9.0,32.0,57.49152542372882
70,33,165.0,3.0,3.0,0.0,1.0,0,7.0,34.0,56.53968253968254
70,34,170.0,2.0,4.0,0.0,1.0,0,7.0,35.0,55.88059701492537
70,35,175.0,4.0,3.0,0.0,1.0,1,8.0,37.0,55.352112676056336
70,36,180.0,2.0,4.0,0.0,1.0,0,7.0,38.0,55.71621621621622
70,37,185.0,2.0,5.0,0.0,1.0,0,8.0,38.0,56.776315789473685
70,38,190.0,3.0,4.0,0.0,1.0,1,8.0,36.0,59.21052631578947
70,39,195.0,3.0,8.0,2.0,1.0,0,14.0,34.0,61.48684210526316
71,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
71,1,5.0,0.0,0.0,0.0,0.0,0,0.0,1.0,4.0
71,2,10.0,0.0,0.0,0.0,0.0,1,0.0,1.0,9.0
71,3,15.0,0.0,0.0,0.0,0.0,1,0.0,1.0,14.0
71,4,20.0,0.0,0.0,0.0,0.0,0,0.0,2.0,11.5
71,5,25.0,0.0,0.0,0.0,0.0,1,0.0,3.0,9.25
71,6,30.0,0.0,0.0,0.0,0.0,1,0.0,6.0,10.166666666666666
71,7,35.0,0.0,0.0,0.0,0.0,0,0.0,10.0,9.9
71,8,40.0,0.0,0.0,0.0,0.0,0,0.0,11.0,13.727272727272727
71,9,45.0,0.0,0.0,0.0,0.0,1,0.0,14.0,15.285714285714286
71,10,50.0,0.0,0.0,0.0,1.0,1,1.0,16.0,18.1875
71,11,55.0,0.0,0.0,0.0,0.0,0,0.0,17.0,22.058823529411764
71,12,60.0,0.0,0.0,0.0,0.0,0,0.0,19.0,23.45
71,13,65.0,1.0,0.0,0.0,1.0,1,2.0,24.0,23.0
71,14,70.0,0.0,1.0,0.0,0.0,0,1.0,28.0,24.448275862068964
71,15,75.0,1.0,2.0,0.0,0.0,0,3.0,29.0,28.466666666666665
71,16,80.0,1.0,4.0,0.0,0.0,0,5.0,29.0,33.3
71,17,85.0,1.0,5.0,0.0,0.0,0,6.0,29.0,34.72727272727273
71,18,90.0,1.0,7.0,0.0,0.0,0,8.0,26.0,38.78787878787879
71,19,95.0,2.0,11.0,0.0,0.0,0,13.0,25.0,42.57575757575758
71,20,100.0,2.0,11.0,0.0,0.0,0,13.0,24.0,43.6
71,21,105.0,2.0,12.0,0.0,0.0,0,14.0,23.0,46.91428571428571
71,22,110.0,2.0,9.0,0.0,0.0,1,11.0,25.0,47.5945945945946
71,23,115.0,2.0,6.0,0.0,1.0,1,9.0,26.0,47.25
71,24,120.0,2.0,5.0,0.0,0.0,0,7.0,28.0,48.26190476190476
71,25,125.0,2.0,4.0,0.0,0.0,1,6.0,32.0,45.4375
71,26,130.0,2.0,5.0,0.0,0.0,0,7.0,32.0,46.88
71,27,135.0,2.0,8.0,0.0,0.0,0,10.0,34.0,49.294117647058826
71,28,140.0,2.0,10.0,1.0,0.0,0,13.0,34.0,50.54716981132076
71,29,145.0,2.0,12.0,1.0,0.0,0,15.0,32.0,53.62264150943396
71,30,150.0,3.0,10.0,0.0,0.0,1,13.0,33.0,54.63636363636363
71,31,155.0,2.0,8.0,0.0,1.0,0,11.0,32.0,56.5
71,32,160.0,2.0,9.0,0.0,1.0,0,12.0,34.0,56.440677966101696
71,33,165.0,4.0,9.0,0.0,1.0,1,14.0,37.0,55.76190476190476
71,34,170.0,2.0,10.0,0.0,1.0,0,13.0,40.0,55.52238805970149
71,35,175.0,2.0,11.0,0.0,1.0,0,14.0,44.0,55.46478873239437
71,36,180.0,2.0,9.0,0.0,1.0,1,12.0,44.0,56.24324324324324
71,37,185.0,2.0,8.0,0.0,1.0,0,11.0,43.0,57.6578947368421
71,38,190.0,3.0,10.0,1.0,1.0,0,15.0,42.0,60.46052631578947
71,39,195.0,3.0,11.0,0.0,1.0,1,15.0,41.0,63.18421052631579
72,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
72,1,5.0,0.0,0.0,0.0,0.0,1,0.0,1.0,4.0
72,2,10.0,0.0,0.0,0.0,0.0,0,0.0,1.0,9.0
72,3,15.0,0.0,0.0,0.0,0.0,1,0.0,1.0,14.0
72,4,20.0,0.0,0.0,0.0,0.0,1,0.0,2.0,11.5
72,5,25.0,0.0,0.0,0.0,0.0,0,0.0,3.0,9.25
72,6,30.0,0.0,0.0,0.0,0.0,1,0.0,6.0,10.166666666666666
72,7,35.0,0.0,0.0,0.0,0.0,0,0.0,10.0,9.9
72,8,40.0,0.0,0.0,0.0,0.0,0,0.0,11.0,13.727272727272727
72,9,45.0,0.0,0.0,0.0,0.0,1,0.0,14.0,15.285714285714286
72,10,50.0,0.0,0.0,0.0,1.0,1,1.0,16.0,18.1875
72,11,55.0,0.0,0.0,0.0,3.0,1,3.0,17.0,22.058823529411764
72,12,60.0,0.0,0.0,0.0,0.0,0,0.0,19.0,23.45
72,13,65.0,0.0,1.0,0.0,0.0,0,1.0,24.0,23.0
72,14,70.0,0.0,2.0,0.0,0.0,0,2.0,28.0,24.448275862068964
72,15,75.0,1.0,0.0,0.0,0.0,1,1.0,29.0,28.466666666666665
72,16,80.0,2.0,1.0,0.0,0.0,1,3.0,29.0,33.3
72,17,85.0,2.0,0.0,0.0,0.0,1,2.0,31.0,34.96969696969697
72,18,90.0,3.0,0.0,0.0,0.0,1,3.0,28.0,39.333333333333336
72,19,95.0,2.0,4.0,0.0,0.0,0,6.0,25.0,43.21212121212121
72,20,100.0,2.0,6.0,0.0,0.0,0,8.0,26.0,44.4
72,21,105.0,2.0,4.0,0.0,0.0,1,6.0,24.0,47.91428571428571
72,22,110.0,2.0,3.0,0.0,0.0,1,5.0,25.0,48.5945945945946
72,23,115.0,2.0,5.0,0.0,0.0,0,7.0,25.0,48.05
72,24,120.0,2.0,3.0,0.0,0.0,1,5.0,26.0,48.73809523809524
72,25,125.0,2.0,3.0,0.0,0.0,0,5.0,28.0,45.5
72,26,130.0,2.0,4.0,0.0,0.0,0,6.0,27.0,46.5
72,27,135.0,2.0,4.0,0.0,0.0,0,6.0,28.0,48.372549019607845
72,28,140.0,2.0,3.0,0.0,0.0,1,5.0,28.0,49.075471698113205
72,29,145.0,3.0,3.0,0.0,0.0,1,6.0,27.0,51.64150943396226
72,30,150.0,5.0,3.0,0.0,0.0,1,8.0,27.0,52.2
72,31,155.0,7.0,3.0,0.0,2.0,1,12.0,27.0,53.642857142857146
72,32,160.0,9.0,3.0,0.0,2.0,1,14.0,30.0,53.355932203389834
72,33,165.0,10.0,3.0,0.0,2.0,1,15.0,32.0,52.53968253968254
72,34,170.0,10.0,3.0,0.0,2.0,1,15.0,34.0,52.02985074626866
72,35,175.0,10.0,3.0,0.0,2.0,1,15.0,36.0,51.647887323943664
72,36,180.0,7.0,4.0,0.0,1.0,0,12.0,37.0,52.108108108108105
72,37,185.0,5.0,5.0,0.0,1.0,0,11.0,38.0,53.25
72,38,190.0,4.0,5.0,0.0,1.0,1,10.0,39.0,55.81578947368421
72,39,195.0,3.0,7.0,0.0,1.0,0,11.0,39.0,58.38157894736842
73,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
73,1,5.0,0.0,0.0,0.0,0.0,1,0.0,1.0,4.0
73,2,10.0,0.0,0.0,0.0,0.0,0,0.0,1.0,9.0
73,3,15.0,0.0,0.0,0.0,0.0,1,0.0,1.0,14.0
73,4,20.0,0.0,0.0,0.0,0.0,1,0.0,2.0,11.5
73,5,25.0,0.0,0.0,0.0,0.0,0,0.0,3.0,9.25
73,6,30.0,0.0,0.0,0.0,0.0,0,0.0,6.0,10.166666666666666
73,7,35.0,0.0,0.0,1.0,0.0,0,1.0,10.0,9.9
73,8,40.0,0.0,0.0,1.0,0.0,0,1.0,11.0,13.727272727272727
73,9,45.0,0.0,0.0,1.0,0.0,0,1.0,14.0,15.285714285714286
73,10,50.0,0.0,0.0,0.0,0.0,1,0.0,16.0,18.1875
73,11,55.0,0.0,0.0,0.0,0.0,0,0.0,17.0,22.058823529411764
73,12,60.0,0.0,0.0,0.0,0.0,0,0.0,20.0,23.6
73,13,65.0,1.0,0.0,0.0,1.0,1,2.0,25.0,23.32
73,14,70.0,1.0,0.0,0.0,1.0,1,2.0,29.0,24.896551724137932
73,15,75.0,1.0,1.0,0.0,0.0,0,2.0,29.0,28.966666666666665
73,16,80.0,1.0,3.0,0.0,0.0,0,4.0,27.0,33.666666666666664
73,17,85.0,1.0,4.0,0.0,0.0,0,5.0,28.0,34.84848484848485
73,18,90.0,1.0,4.0,0.0,0.0,1,5.0,26.0,38.81818181818182
73,19,95.0,3.0,4.0,0.0,1.0,1,8.0,24.0,42.57575757575758
73,20,100.0,2.0,4.0,0.0,0.0,0,6.0,26.0,43.8
73,21,105.0,2.0,4.0,0.0,1.0,1,7.0,23.0,47.17142857142857
73,22,110.0,2.0,6.0,0.0,0.0,0,8.0,24.0,47.7027027027027
73,23,115.0,2.0,8.0,0.0,0.0,0,10.0,25.0,47.225
73,24,120.0,2.0,4.0,0.0,0.0,1,6.0,27.0,48.07142857142857
73,25,125.0,2.0,3.0,0.0,0.0,1,5.0,30.0,45.104166666666664
73,26,130.0,2.0,5.0,0.0,0.0,0,7.0,29.0,46.34
73,27,135.0,2.0,3.0,0.0,0.0,1,5.0,30.0,48.411764705882355
73,28,140.0,2.0,4.0,0.0,0.0,0,6.0,31.0,49.39622641509434
73,29,145.0,2.0,6.0,0.0,0.0,0,8.0,30.0,52.22641509433962
73,30,150.0,2.0,8.0,0.0,0.0,0,10.0,30.0,53.03636363636364
73,31,155.0,2.0,9.0,0.0,1.0,0,12.0,29.0,54.660714285714285
73,32,160.0,2.0,9.0,0.0,1.0,0,12.0,31.0,54.440677966101696
73,33,165.0,2.0,9.0,0.0,1.0,0,12.0,31.0,53.507936507936506
73,34,170.0,3.0,6.0,0.0,1.0,1,10.0,34.0,52.95522388059702
73,35,175.0,2.0,6.0,0.0,1.0,0,9.0,37.0,52.605633802816904
73,36,180.0,2.0,4.0,0.0,1.0,1,7.0,38.0,53.108108108108105
73,37,185.0,2.0,5.0,0.0,1.0,0,8.0,38.0,54.25
73,38,190.0,3.0,10.0,1.0,1.0,0,15.0,37.0,56.75
73,39,195.0,3.0,8.0,0.0,1.0,1,12.0,37.0,59.18421052631579
74,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
74,1,5.0,0.0,0.0,0.0,0.0,1,0.0,1.0,4.0
74,2,10.0,0.0,0.0,0.0,0.0,0,0.0,1.0,9.0
74,3,15.0,0.0,0.0,0.0,0.0,0,0.0,1.0,14.0
74,4,20.0,0.0,0.0,0.0,0.0,0,0.0,2.0,11.5
74,5,25.0,0.0,0.0,0.0,0.0,0,0.0,3.0,9.25
74,6,30.0,0.0,0.0,0.0,0.0,0,0.0,6.0,10.166666666666666
74,7,35.0,0.0,0.0,0.0,0.0,1,0.0,10.0,9.9
74,8,40.0,0.0,0.0,0.0,0.0,0,0.0,11.0,13.727272727272727
74,9,45.0,0.0,0.0,0.0,0.0,1,0.0,14.0,15.285714285714286
74,10,50.0,0.0,0.0,0.0,1.0,1,1.0,16.0,18.1875
74,11,55.0,0.0,0.0,0.0,0.0,0,0.0,17.0,22.058823529411764
74,12,60.0,0.0,0.0,0.0,2.0,1,2.0,19.0,23.55
74,13,65.0,2.0,0.0,0.0,3.0,1,5.0,24.0,23.08
74,14,70.0,2.0,0.0,0.0,3.0,1,5.0,28.0,24.517241379310345
74,15,75.0,1.0,1.0,0.0,0.0,0,2.0,29.0,28.533333333333335
74,16,80.0,1.0,3.0,0.0,0.0,0,4.0,29.0,33.36666666666667
74,17,85.0,1.0,2.0,0.0,0.0,1,3.0,29.0,34.78787878787879
74,18,90.0,2.0,0.0,0.0,0.0,1,2.0,29.0,39.18181818181818
74,19,95.0,4.0,2.0,0.0,1.0,1,7.0,27.0,43.39393939393939
74,20,100.0,2.0,4.0,0.0,0.0,0,6.0,29.0,45.0
74,21,105.0,3.0,2.0,0.0,1.0,1,6.0,25.0,48.74285714285714
74,22,110.0,2.0,6.0,0.0,0.0,0,8.0,24.0,49.270270270270274
74,23,115.0,2.0,6.0,0.0,0.0,0,8.0,25.0,48.675
74,24,120.0,2.0,3.0,0.0,0.0,1,5.0,26.0,49.333333333333336
74,25,125.0,2.0,3.0,0.0,0.0,1,5.0,29.0,46.104166666666664
74,26,130.0,2.0,3.0,0.0,1.0,1,6.0,28.0,47.2
74,27,135.0,2.0,3.0,0.0,0.0,0,5.0,29.0,49.15686274509804
74,28,140.0,2.0,4.0,1.0,0.0,0,7.0,29.0,49.924528301886795
74,29,145.0,2.0,6.0,1.0,0.0,0,9.0,28.0,52.56603773584906
74,30,150.0,3.0,4.0,0.0,0.0,1,7.0,28.0,53.18181818181818
74,31,155.0,2.0,5.0,0.0,1.0,0,8.0,27.0,54.625
74,32,160.0,2.0,7.0,0.0,1.0,0,10.0,30.0,54.28813559322034
74,33,165.0,4.0,4.0,0.0,1.0,1,9.0,32.0,53.34920634920635
74,34,170.0,2.0,6.0,0.0,1.0,0,9.0,35.0,52.88059701492537
74,35,175.0,2.0,7.0,0.0,1.0,0,10.0,39.0,52.61971830985915
74,36,180.0,2.0,4.0,0.0,1.0,1,7.0,39.0,53.17567567567568
74,37,185.0,2.0,5.0,0.0,1.0,0,8.0,38.0,54.3421052631579
74,38,190.0,3.0,5.0,0.0,1.0,1,9.0,37.0,56.81578947368421
74,39,195.0,3.0,10.0,2.0,1.0,0,16.0,36.0,59.21052631578947
75,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
75,1,5.0,0.0,0.0,0.0,0.0,1,0.0,1.0,4.0
75,2,10.0,0.0,0.0,0.0,0.0,1,0.0,1.0,9.0
75,3,15.0,0.0,0.0,0.0,0.0,0,0.0,1.0,14.0
75,4,20.0,0.0,0.0,0.0,0.0,0,0.0,2.0,11.5
75,5,25.0,0.0,0.0,0.0,0.0,1,0.0,3.0,9.25
75,6,30.0,0.0,0.0,0.0,0.0,1,0.0,6.0,10.166666666666666
75,7,35.0,0.0,0.0,0.0,0.0,0,0.0,10.0,9.9
75,8,40.0,0.0,0.0,0.0,0.0,1,0.0,11.0,13.727272727272727
75,9,45.0,0.0,0.0,0.0,0.0,0,0.0,14.0,15.285714285714286
75,10,50.0,0.0,0.0,0.0,0.0,0,0.0,16.0,18.1875
75,11,55.0,0.0,0.0,0.0,0.0,0,0.0,17.0,22.058823529411764
75,12,60.0,0.0,0.0,0.0,1.0,1,1.0,19.0,23.45
75,13,65.0,2.0,0.0,0.0,2.0,1,4.0,24.0,23.0
75,14,70.0,0.0,1.0,0.0,0.0,0,1.0,28.0,24.448275862068964
75,15,75.0,1.0,2.0,0.0,0.0,0,3.0,28.0,28.366666666666667
75,16,80.0,1.0,4.0,0.0,0.0,0,5.0,27.0,32.96666666666667
75,17,85.0,1.0,1.0,0.0,0.0,1,2.0,28.0,34.21212121212121
75,18,90.0,2.0,0.0,0.0,0.0,1,2.0,28.0,38.45454545454545
75,19,95.0,4.0,2.0,0.0,1.0,1,7.0,27.0,42.54545454545455
75,20,100.0,2.0,4.0,0.0,0.0,0,6.0,25.0,43.8
75,21,105.0,3.0,2.0,0.0,1.0,1,6.0,23.0,47.17142857142857
75,22,110.0,3.0,3.0,0.0,1.0,1,7.0,25.0,47.83783783783784
75,23,115.0,3.0,3.0,0.0,2.0,1,8.0,25.0,47.375
75,24,120.0,3.0,3.0,0.0,2.0,1,8.0,26.0,48.11904761904762
75,25,125.0,3.0,3.0,0.0,3.0,1,9.0,29.0,45.0625
75,26,130.0,2.0,3.0,0.0,1.0,0,6.0,28.0,46.2
75,27,135.0,2.0,3.0,0.0,2.0,1,7.0,29.0,48.1764705882353
75,28,140.0,2.0,4.0,0.0,0.0,0,6.0,29.0,48.9811320754717
75,29,145.0,2.0,6.0,0.0,0.0,0,8.0,28.0,51.62264150943396
75,30,150.0,3.0,4.0,0.0,0.0,1,7.0,30.0,52.4
75,31,155.0,2.0,5.0,0.0,1.0,0,8.0,30.0,54.107142857142854
75,32,160.0,2.0,7.0,0.0,1.0,0,10.0,31.0,53.91525423728814
75,33,165.0,4.0,4.0,0.0,1.0,1,9.0,33.0,53.12698412698413
75,34,170.0,2.0,6.0,0.0,1.0,0,9.0,34.0,52.64179104477612
75,35,175.0,3.0,4.0,0.0,1.0,1,8.0,38.0,52.32394366197183
75,36,180.0,3.0,3.0,0.0,1.0,1,7.0,39.0,52.891891891891895
75,37,185.0,2.0,5.0,0.0,1.0,0,8.0,38.0,54.06578947368421
75,38,190.0,3.0,8.0,1.0,1.0,0,13.0,37.0,56.53947368421053
75,39,195.0,3.0,6.0,0.0,1.0,1,10.0,36.0,58.93421052631579
76,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
76,1,5.0,0.0,0.0,0.0,0.0,1,0.0,1.0,4.0
76,2,10.0,0.0,0.0,0.0,0.0,0,0.0,1.0,9.0
76,3,15.0,0.0,0.0,0.0,0.0,0,0.0,1.0,14.0
76,4,20.0,0.0,0.0,0.0,0.0,0,0.0,2.0,11.5
76,5,25.0,0.0,0.0,0.0,0.0,1,0.0,3.0,9.25
76,6,30.0,0.0,0.0,0.0,0.0,1,0.0,6.0,10.166666666666666
76,7,35.0,0.0,0.0,0.0,0.0,0,0.0,10.0,9.9
76,8,40.0,0.0,0.0,0.0,0.0,1,0.0,11.0,13.727272727272727
76,9,45.0,0.0,0.0,0.0,0.0,0,0.0,14.0,15.285714285714286
76,10,50.0,0.0,0.0,0.0,0.0,1,0.0,16.0,18.1875
76,11,55.0,0.0,0.0,0.0,0.0,0,0.0,17.0,22.058823529411764
76,12,60.0,0.0,0.0,0.0,0.0,0,0.0,19.0,23.45
76,13,65.0,0.0,1.0,0.0,0.0,0,1.0,24.0,23.0
76,14,70.0,0.0,0.0,0.0,0.0,1,0.0,28.0,24.448275862068964
76,15,75.0,1.0,1.0,0.0,0.0,0,2.0,28.0,28.366666666666667
76,16,80.0,1.0,3.0,0.0,0.0,0,4.0,27.0,33.0
76,17,85.0,1.0,0.0,0.0,0.0,1,1.0,28.0,34.24242424242424
76,18,90.0,2.0,0.0,0.0,0.0,1,2.0,26.0,38.21212121212121
76,19,95.0,4.0,2.0,0.0,1.0,1,7.0,24.0,41.84848484848485
76,20,100.0,5.0,2.0,0.0,2.0,1,9.0,23.0,42.885714285714286
76,21,105.0,2.0,2.0,0.0,0.0,0,4.0,22.0,46.05714285714286
76,22,110.0,2.0,3.0,0.0,0.0,0,5.0,24.0,46.648648648648646
76,23,115.0,2.0,4.0,0.0,0.0,0,6.0,24.0,46.15
76,24,120.0,2.0,3.0,0.0,0.0,1,5.0,25.0,46.833333333333336
76,25,125.0,2.0,3.0,0.0,0.0,1,5.0,28.0,43.833333333333336
76,26,130.0,2.0,3.0,0.0,0.0,0,5.0,28.0,44.96
76,27,135.0,2.0,3.0,0.0,0.0,0,5.0,27.0,46.8235294117647
76,28,140.0,2.0,3.0,0.0,0.0,1,5.0,27.0,47.45283018867924
76,29,145.0,2.0,3.0,0.0,0.0,0,5.0,26.0,49.905660377358494
76,30,150.0,3.0,3.0,0.0,0.0,1,6.0,27.0,50.472727272727276
76,31,155.0,2.0,5.0,0.0,1.0,0,8.0,27.0,51.94642857142857
76,32,160.0,4.0,3.0,0.0,1.0,1,8.0,29.0,51.69491525423729
76,33,165.0,6.0,3.0,0.0,1.0,1,10.0,31.0,50.904761904761905
76,34,170.0,3.0,4.0,0.0,1.0,0,8.0,33.0,50.417910447761194
76,35,175.0,2.0,4.0,0.0,1.0,0,7.0,35.0,50.070422535211264
76,36,180.0,2.0,5.0,1.0,1.0,0,9.0,37.0,50.58108108108108
76,37,185.0,2.0,6.0,1.0,1.0,0,10.0,36.0,51.6578947368421
76,38,190.0,3.0,8.0,2.0,1.0,0,14.0,36.0,54.05263157894737
76,39,195.0,3.0,6.0,0.0,1.0,1,10.0,35.0,56.35526315789474
77,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
77,1,5.0,0.0,0.0,0.0,0.0,1,0.0,1.0,4.0
77,2,10.0,0.0,0.0,0.0,0.0,0,0.0,1.0,9.0
77,3,15.0,0.0,0.0,0.0,0.0,1,0.0,1.0,14.0
77,4,20.0,0.0,0.0,0.0,0.0,1,0.0,2.0,11.5
77,5,25.0,0.0,0.0,0.0,0.0,1,0.0,3.0,9.25
77,6,30.0,0.0,0.0,0.0,0.0,1,0.0,6.0,10.166666666666666
77,7,35.0,0.0,0.0,0.0,0.0,1,0.0,10.0,9.9
77,8,40.0,0.0,0.0,0.0,0.0,0,0.0,11.0,13.727272727272727
77,9,45.0,0.0,0.0,0.0,0.0,1,0.0,14.0,15.285714285714286
77,10,50.0,0.0,0.0,0.0,0.0,0,0.0,16.0,18.1875
77,11,55.0,0.0,0.0,0.0,0.0,1,0.0,17.0,22.058823529411764
77,12,60.0,2.0,0.0,0.0,2.0,1,4.0,19.0,23.45
77,13,65.0,3.0,0.0,0.0,3.0,1,6.0,24.0,23.0
77,14,70.0,0.0,1.0,0.0,0.0,0,1.0,28.0,24.448275862068964
77,15,75.0,3.0,0.0,0.0,1.0,1,4.0,28.0,28.433333333333334
77,16,80.0,1.0,3.0,0.0,0.0,0,4.0,27.0,33.03333333333333
77,17,85.0,2.0,1.0,0.0,0.0,1,3.0,30.0,34.45454545454545
77,18,90.0,3.0,0.0,0.0,0.0,1,3.0,30.0,39.0
77,19,95.0,5.0,2.0,0.0,1.0,1,8.0,29.0,43.39393939393939
77,20,100.0,6.0,2.0,0.0,2.0,1,10.0,27.0,44.885714285714286
77,21,105.0,2.0,3.0,0.0,0.0,0,5.0,26.0,48.65714285714286
77,22,110.0,4.0,3.0,0.0,0.0,1,7.0,25.0,49.37837837837838
77,23,115.0,2.0,4.0,0.0,0.0,0,6.0,26.0,48.9
77,24,120.0,2.0,4.0,0.0,0.0,0,6.0,27.0,49.666666666666664
77,25,125.0,2.0,4.0,0.0,0.0,0,6.0,29.0,46.479166666666664
77,26,130.0,2.0,5.0,0.0,0.0,0,7.0,30.0,47.7
77,27,135.0,2.0,3.0,0.0,0.0,1,5.0,28.0,49.666666666666664
77,28,140.0,2.0,3.0,0.0,0.0,1,5.0,29.0,50.41509433962264
77,29,145.0,2.0,3.0,0.0,0.0,0,5.0,26.0,52.943396226415096
77,30,150.0,2.0,5.0,0.0,0.0,0,7.0,28.0,53.49090909090909
77,31,155.0,3.0,5.0,0.0,1.0,1,9.0,28.0,55.0
77,32,160.0,5.0,3.0,0.0,1.0,1,9.0,31.0,54.728813559322035
77,33,165.0,6.0,3.0,0.0,1.0,1,10.0,31.0,53.77777777777778
77,34,170.0,3.0,4.0,0.0,1.0,0,8.0,33.0,53.11940298507463
77,35,175.0,4.0,3.0,0.0,1.0,1,8.0,35.0,52.61971830985915
77,36,180.0,5.0,3.0,0.0,1.0,1,9.0,36.0,52.986486486486484
77,37,185.0,2.0,4.0,0.0,1.0,0,7.0,37.0,54.05263157894737
77,38,190.0,5.0,4.0,0.0,1.0,1,10.0,36.0,56.44736842105263
77,39,195.0,3.0,7.0,0.0,1.0,0,11.0,35.0,58.75
78,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
78,1,5.0,0.0,0.0,0.0,0.0,0,0.0,1.0,4.0
78,2,10.0,0.0,0.0,0.0,0.0,1,0.0,1.0,9.0
78,3,15.0,0.0,0.0,0.0,0.0,0,0.0,1.0,14.0
78,4,20.0,0.0,0.0,0.0,0.0,0,0.0,2.0,11.5
78,5,25.0,0.0,0.0,0.0,0.0,0,0.0,3.0,9.25
78,6,30.0,0.0,0.0,0.0,0.0,0,0.0,6.0,10.166666666666666
78,7,35.0,0.0,0.0,1.0,0.0,0,1.0,10.0,9.9
78,8,40.0,0.0,0.0,1.0,0.0,0,1.0,11.0,13.727272727272727
78,9,45.0,0.0,0.0,0.0,0.0,1,0.0,14.0,15.285714285714286
78,10,50.0,0.0,0.0,0.0,0.0,0,0.0,16.0,18.1875
78,11,55.0,0.0,0.0,0.0,0.0,1,0.0,17.0,22.058823529411764
78,12,60.0,0.0,0.0,0.0,0.0,0,0.0,20.0,23.6
